state,question,choice,answer,pct
MI,15,e,Mary and marry are the same; merry is different,12.76
MI,16,a,"with [æ] as in ""man"" (2 syllables--""man-aze"")",46.68
MI,16,b,"with [ejə] (3 syllables--""may-uh-naze"")",43.2
MI,16,c,I use both interchangeably,7.94
MI,16,d,other,2.18
MI,17,a,"[i:] as in ""near""",66.96
MI,17,b,"[ɪ] as in ""knit""",18.0
MI,17,c,"[ɛ] as in ""net""",2.74
MI,17,d,I say something in between [ɪ] and [ɛ],9.77
MI,17,e,other,2.52
MI,18,a,mischievous (3 syllables),40.24
MI,18,b,mischievious (4 syllables),33.7
MI,18,c,"I write ""mischievous"" but say ""mischievious""",5.67
MI,18,d,I use both,19.74
MI,18,e,other,0.65
MI,19,a,"[e:] as in ""say""",92.06
MI,19,b,"[i:] as in ""see""",1.96
MI,19,c,"I use [e:] with the words in isolation, but [i:] in compounds (such as ""Sunday school"")",4.68
MI,19,d,"other (e.g. do you use one vowel in some day names, and another in the other names?)",1.31
MI,20,a,"[æ] as in ""jam""",81.57
MI,20,b,"[ɑ] as in ""father""",16.58
MI,20,c,other,1.85
MI,21,a,"[pi:kæn] with stress on the first syllable (""PEE-can"")",11.14
MI,21,b,"[pi:kæn] with stress on the second syllable (""pee-CAN"")",6.66
MI,21,c,"[pi:kɑn] with stress on the first syllable (""PEE-Kahn"")",23.36
MI,21,d,"[pi:kɑn] with stress on the second syllable (""pee-KAHN"")",34.06
MI,21,e,"[pɪkæn] (""pick Ann"")",0.98
MI,21,f,"[pɪkɑn] (""pick Ahn"")",16.81
MI,21,g,"I pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",4.8
MI,21,h,other,2.18
MI,22,a,one syllable,45.39
MI,22,b,two syllables,54.61
MI,23,a,"[i:] as in ""see"" (""reely"")",51.1
MI,23,b,"[ɪ] as in ""sit"" (""rilly"")",28.68
MI,23,c,"[iə] (""ree-l-y"")",7.8
MI,23,d,other (including if you use two or more of these interchangeably),12.42
MI,24,a,"2 syllables (""reel-ter"")",38.93
MI,24,b,"3 syllables (real[ə]tor, in other words ""reel-uh-ter"")",41.45
MI,24,c,3 syllables (ree-l-ter),17.11
MI,24,d,"I don't use this word; I use ""estate agent""",0.88
MI,24,e,other,1.64
MI,25,a,"[u:] as in ""food""",66.33
MI,25,b,"[ʌ] as in ""foot""",7.75
MI,25,c,these four words do not all have the same vowel (please use the comments box to let us know which is which),25.91
MI,26,a,"rhymes with ""hoot""",23.43
MI,26,b,"rhymes with ""out""",28.51
MI,26,c,I can pronounce it either way interchangeably,32.15
MI,26,d,"I say it like ""hoot"" for the noun and like ""out"" for the verb.",11.71
MI,26,e,"I say it like ""out"" for the noun and like ""hoot"" for the verb.",3.2
MI,26,f,other,0.99
MI,27,a,"[i] ""sear-up""",22.95
MI,27,b,"[ɪ] ""sih-rup""",13.97
MI,27,c,"[ə] as in ""sir""",61.75
MI,27,d,other,1.33
MI,28,a,different,87.78
MI,28,b,same,12.22
MI,29,a,"all-mond (first syllable sounds like ""all"")",77.03
MI,29,b,ah-mond (no l),7.55
MI,29,c,"aw-mond (if different from ""ah-mond"")",4.55
MI,29,d,I say something in between l and nothing,8.77
MI,29,e,other,2.11
MI,30,a,"[s] as in ""sock""",95.32
MI,30,b,"[[sh]] as in ""shock""",4.68
MI,31,a,asteri[ks],7.73
MI,31,b,asteri[sk],63.83
MI,31,c,asteri[k] (with no s in the final cluster),27.66
MI,31,d,other,0.78
MI,32,a,I pronounce the first d,51.0
MI,32,b,I don't pronounce the first d,26.0
MI,32,c,I vary freely between pronouncing the first d and not doing so,5.8
MI,32,d,I only pronounce the first d when I'm speaking slowly/carefully,16.29
MI,32,e,"Depends whether it refers to a political or generic candidate, as in ""that assignment looks like a good candidate for elimination"" (please state how the two pronunciations differ)",0.45
MI,32,f,other,0.45
MI,33,a,[s],30.73
MI,33,b,[z],50.73
MI,33,c,both are acceptable to me,18.44
MI,33,d,other,0.11
MI,34,a,pronounced e[ts]etera (4 syllables),61.8
MI,34,b,pronounced e[ts]etra (3 syllables),13.6
MI,34,c,pronounced eksetera (4 syllables),16.18
MI,34,d,pronounced eksetra (3 syllables),6.63
MI,34,e,other,1.8
MI,35,a,"[[g]] as in the middle consonant of ""measure""",44.18
MI,35,b,"[[dg]] as in ""edge""",43.95
MI,35,c,I use both interchangeably,11.19
MI,35,d,other,0.68
MI,36,a,"[s] as in ""sock""",35.25
MI,36,b,"[[sh]] as in ""shock""",63.51
MI,36,c,other,1.24
MI,37,a,I pronounce the h,97.96
MI,37,b,I don't pronounce the h,1.13
MI,37,c,I can pronounce the h or not,0.79
MI,37,d,other,0.11
MI,38,a,"[s] as in ""sock""",91.0
MI,38,b,"[[sh]] as in ""shock""",8.09
MI,38,c,other,0.91
MI,39,a,[s],70.91
MI,39,b,[z],29.09
MI,40,a,with [kw],64.78
MI,40,b,"with [k] (""cor-ter"")",26.73
MI,40,c,I use both interchangeably,8.27
MI,40,d,other,0.23
MI,41,a,spicket,12.81
MI,41,b,spigot,55.22
MI,41,c,I use both interchangeably,2.72
MI,41,d,"I say ""spicket"" but spell it ""spigot""",8.05
MI,41,e,I use both with different meanings (please explain how in the comments box),0.68
MI,41,f,I don't use either version of this word,19.84
MI,41,g,other,0.68
MI,42,a,"the ""g"" is pronounced as [g]",39.09
MI,42,b,"the ""g"" is pronounced as [k]",45.68
MI,42,c,"the ""g"" is silent",15.23
MI,43,a,[s],95.57
MI,43,b,[z],2.61
MI,43,c,either one,1.7
MI,43,d,other,0.11
MI,44,a,CREAM cheese (stress on the first syllable),46.64
MI,44,b,cream CHEESE (stress on the second syllable),28.62
MI,44,c,it sounds right either way,22.12
MI,44,d,other,2.62
MI,45,a,INsurance (stress on the first syllable),12.43
MI,45,b,inSURance (stress on the second syllable),80.16
MI,45,c,I can stress either the first or the second syllable,7.3
MI,45,d,other,0.11
MI,46,a,NEW Haven,53.14
MI,46,b,New HAVEN,34.32
MI,46,c,I use both interchangeably,10.03
MI,46,d,other,2.51
MI,47,a,THANKSgiving,25.03
MI,47,b,ThanksGIVing,66.29
MI,47,c,I use both interchangeably,8.57
MI,47,d,other,0.11
MI,48,a,UMbrella,23.69
MI,48,b,umBRELLa,76.31
MI,49,a,dragged,82.68
MI,49,b,drug,12.93
MI,49,c,I use both interchangeably,4.27
MI,49,d,other,0.12
MI,50,a,you all,9.93
MI,50,b,"yous, youse",0.58
MI,50,d,you guys,56.35
MI,50,g,you,26.1
MI,50,h,other,2.54
MI,50,i,y'all,4.5
MI,51,a,yes,32.99
MI,51,b,no,65.63
MI,51,c,other,1.39
MI,52,a,yes,38.5
MI,52,b,no,31.1
MI,52,c,"I can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",30.4
MI,53,a,yes (please consider adding which combinations of modals you use in the comments box),5.92
MI,53,b,no,93.38
MI,53,c,other,0.7
MI,54,a,"this use of ""anymore"" is acceptable",4.17
MI,54,b,"this use of ""anymore"" is unacceptable",93.97
MI,54,c,not sure,1.85
MI,55,a,acceptable,6.6
MI,55,b,unacceptable,89.47
MI,55,c,not sure,3.94
MI,56,a,acceptable,35.88
MI,56,b,unacceptable,59.49
MI,56,c,not sure,4.63
MI,57,a,acceptable,24.16
MI,57,b,unacceptable,67.36
MI,57,c,not sure,8.48
MI,58,a,tag sale,0.69
MI,58,j,car boot sale,0.23
MI,58,m,other,3.47
MI,58,b,yard sale,25.12
MI,58,c,garage sale,64.35
MI,58,d,rummage sale,5.56
MI,58,e,thrift sale,0.23
MI,58,g,carport sale,0.23
MI,58,h,sidewalk sale,0.12
MI,59,a,mumblety-peg,7.23
MI,59,j,numblety peg,0.47
MI,59,k,peggy,0.12
MI,59,l,baseball jackknife,0.12
MI,59,m,stick-knife,0.93
MI,59,n,stick-frog,0.12
MI,59,o,stretch,1.63
MI,59,p,chicken,3.15
MI,59,q,knifey,0.23
MI,59,r,splits,1.17
MI,59,s,Russian roulette,2.92
MI,59,b,mumbledy-peg,7.93
MI,59,t,"I have never heard of this ""game"" and have no idea what it's called",49.12
MI,59,u,other (state here if you have heard one or more of these terms but never knew what they meant),10.04
MI,59,c,mumbly peg,12.25
MI,59,d,mumbly pegs,0.58
MI,59,e,mumblely peg (with 2 l's),1.75
MI,59,f,mumble peg,0.12
MI,59,i,fumbledy peg,0.12
MI,60,a,berm,4.72
MI,60,b,parking,0.94
MI,60,c,tree lawn,2.83
MI,60,d,terrace,1.42
MI,60,e,curb strip,9.68
MI,60,f,beltway,0.12
MI,60,g,verge,2.01
MI,60,h,I have no word for this,63.28
MI,60,i,other,14.99
MI,61,a,boulevard,24.5
MI,61,b,midway,0.47
MI,61,c,traffic island,8.01
MI,61,d,island,36.04
MI,61,e,neutral ground,0.12
MI,61,f,I have no word for this,14.49
MI,61,g,other,16.37
MI,62,a,median strip,6.38
MI,62,j,other,1.28
MI,62,b,median,88.63
MI,62,c,boulevard,0.35
MI,62,e,traffic island,0.23
MI,62,g,island,0.93
MI,62,i,I have no word for this,2.2
MI,63,a,milkshake/shake,99.65
MI,63,c,cabinet,0.12
MI,63,e,thick shake,0.12
MI,63,f,other,0.12
MI,64,a,sub,93.84
MI,64,j,I have no word for this,0.46
MI,64,k,other,2.56
MI,64,b,grinder,0.23
MI,64,c,hoagie,1.74
MI,64,d,hero,0.35
MI,64,e,poor boy,0.46
MI,64,g,Italian sandwich,0.12
MI,64,h,baguette,0.23
MI,65,a,lightning bug,18.47
MI,65,b,firefly,31.48
MI,65,c,I use lightning bug and firefly interchangeably,49.71
MI,65,f,other,0.35
MI,66,a,crawfish,34.15
MI,66,b,crayfish,49.71
MI,66,c,craw,0.12
MI,66,e,crawdad,8.83
MI,66,f,mudbug,0.12
MI,66,g,I have no word for this critter,4.99
MI,66,h,other,2.09
MI,67,a,daddy long leg(s),97.34
MI,67,l,other,0.81
MI,67,b,daddy big legs,1.74
MI,67,h,harvestman,0.12
MI,68,a,grandmother,2.35
MI,68,b,granny,2.7
MI,68,c,grandma,60.99
MI,68,d,nana,3.88
MI,68,e,mimi,0.94
MI,68,f,grammy/grammie/grammi,1.76
MI,68,g,other,27.38
MI,69,a,grandmother,3.01
MI,69,b,granny,1.81
MI,69,c,grandma,54.87
MI,69,d,gramma,24.19
MI,69,e,nana,1.44
MI,69,f,other,14.68
MI,70,a,gramps,0.59
MI,70,b,grandpa,21.79
MI,70,c,grampa,23.79
MI,70,d,"grandad, granddad",2.59
MI,70,e,pap,0.35
MI,70,f,"I spell it ""grandpa"" but pronounce it as ""grampa""",34.51
MI,70,g,other (including if you use a different term to address him directly than you do when speaking about him to a third party),16.37
MI,71,a,gramps,0.97
MI,71,b,grandpa,33.33
MI,71,c,grampa,45.53
MI,71,d,pap,0.12
MI,71,e,other,20.05
MI,72,a,dust bunnies,73.26
MI,72,b,dust kittens,0.23
MI,72,c,dust mice,0.81
MI,72,e,dust balls,20.23
MI,72,f,other,5.47
MI,73,a,sneakers,19.51
MI,73,j,I have no general word for this,0.58
MI,73,k,other,3.02
MI,73,b,shoes,2.21
MI,73,c,gymshoes,12.78
MI,73,d,sand shoes,0.12
MI,73,f,tennis shoes,59.7
MI,73,g,running shoes,1.39
MI,73,h,runners,0.23
MI,73,i,trainers,0.46
MI,74,a,pill bug,16.24
MI,74,j,millipede,0.93
MI,74,k,centipede,1.29
MI,74,l,"I know what this creature is, but have no word for it",8.76
MI,74,m,I have no idea what this creature is,7.59
MI,74,n,other,4.67
MI,74,b,doodle bug,0.93
MI,74,c,potato bug,7.24
MI,74,d,roly poly,47.43
MI,74,e,sow bug,3.5
MI,74,f,basketball bug,0.12
MI,74,h,roll-up bug,0.7
MI,74,i,wood louse,0.58
MI,75,a,shopping cart,74.1
MI,75,b,shopping wagon,0.12
MI,75,c,grocery cart,19.31
MI,75,e,carriage,0.12
MI,75,f,buggy,2.08
MI,75,g,supermarket trolley,0.35
MI,75,h,other,3.93
MI,76,a,kitty-corner,86.91
MI,76,b,kitacorner,0.12
MI,76,c,catercorner,0.35
MI,76,d,catty-corner,3.48
MI,76,f,kitty wampus,0.12
MI,76,g,"I can only use ""diagonal"" for this",5.79
MI,76,h,I have no term for this,1.39
MI,76,i,other,1.85
MI,77,a,doing donuts,89.92
MI,77,b,doing cookies,0.12
MI,77,c,whipping shitties,0.72
MI,77,d,other,9.24
MI,78,a,scratch paper,19.33
MI,78,b,scrap paper,46.88
MI,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",30.09
MI,78,d,other,3.7
MI,79,a,highway,39.37
MI,79,j,other,4.41
MI,79,b,freeway,15.33
MI,79,c,parkway,0.12
MI,79,e,expressway,18.35
MI,79,f,throughway/thru-way,0.12
MI,79,g,a freeway is bigger than a highway,6.16
MI,79,h,"a freeway is free (i.e., doesn't charge tolls); a highway isn't",0.23
MI,79,i,"a freeway has limited access (no stop lights, no intersections), whereas a highway can have stop lights and intersections",15.91
MI,80,a,sunshower,17.17
MI,80,c,the devil is beating his wife,1.04
MI,80,e,fox's wedding,0.35
MI,80,g,liquid sun,0.93
MI,80,h,I have no term or expression for this,77.73
MI,80,i,other,2.78
MI,81,a,goose bumps,91.89
MI,81,b,goose flesh,0.12
MI,81,c,goose pimples,6.03
MI,81,d,chill bumps,0.23
MI,81,e,chill bugs,0.12
MI,81,f,chilly bumps,0.12
MI,81,g,cold-chill bumps,0.23
MI,81,h,other,1.27
MI,82,k,eye crusties,3.38
MI,82,l,sand,7.81
MI,82,n,gunk,7.93
MI,82,o,matter,2.56
MI,82,p,I have no word for this,7.34
MI,82,q,other,9.32
MI,82,b,sleep,38.11
MI,82,c,sleeper,4.9
MI,82,d,sleepy,1.05
MI,82,e,sleepies,4.78
MI,82,f,sleepy seed,1.05
MI,82,g,sleepy bugs,0.82
MI,82,h,eye booger,10.49
MI,82,i,eye shit,0.47
MI,83,a,gut,3.53
MI,83,b,crypt course,0.13
MI,83,c,crip course,1.18
MI,83,d,bird,0.78
MI,83,e,blow-off,64.44
MI,83,f,meat,0.39
MI,83,g,other,29.54
MI,84,a,rotary,5.48
MI,84,b,roundabout,26.25
MI,84,c,circle,4.9
MI,84,d,traffic circle,42.94
MI,84,e,traffic circus,0.23
MI,84,f,I have no word for this,17.74
MI,84,g,other,2.45
MI,85,a,(hair) elastic,7.3
MI,85,b,rubber band,31.1
MI,85,d,hair thing,13.52
MI,85,e,hair tie,30.02
MI,85,f,other,18.06
MI,86,a,yes,24.57
MI,86,b,"no, but I know what it means",42.41
MI,86,c,I have no idea what this means,33.02
MI,87,a,yes,53.94
MI,87,b,"no, but I know what it means",36.0
MI,87,c,I have no idea what this means,10.07
MI,88,a,duck-footed,28.79
MI,88,b,slue-footed,0.93
MI,88,c,splay-footed,3.61
MI,88,d,bow-legged,28.21
MI,88,e,toed out,4.66
MI,88,f,other,2.21
MI,88,g,I have no word for this,31.59
MI,89,a,yes,32.37
MI,89,b,"yes, but I can also use it in other forms such as apple slaw or broccoli slaw",11.48
MI,89,c,no,51.74
MI,89,d,I have never heard that usage before,3.71
MI,89,e,other,0.7
MI,90,a,coffin,57.89
MI,90,b,casket,23.16
MI,90,c,"a coffin and a casket are not the same, and I know the difference",12.4
MI,90,d,other,6.55
MI,91,a,vinegar and oil,21.58
MI,91,b,oil and vinegar,62.76
MI,91,c,both sound equally good to me,14.27
MI,91,d,neither,1.28
MI,91,e,other,0.12
MI,92,a,Chinese lane change,5.09
MI,92,b,Chinese fire drill,5.5
MI,92,c,other,89.41
MI,93,a,on line,0.7
MI,93,b,in line,97.56
MI,93,c,both sound equally good,1.28
MI,93,e,other,0.47
MI,94,a,frosting,49.83
MI,94,b,icing,5.69
MI,94,c,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",23.58
MI,94,d,both,20.44
MI,94,f,other,0.46
MI,95,a,New York City,34.23
MI,95,b,Boston,1.03
MI,95,c,DC,0.39
MI,95,d,LA,0.77
MI,95,e,Chicago,6.31
MI,95,f,other,57.27
MI,96,a,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",6.63
MI,96,b,"supper is an evening meal, dinner is the main meal",6.28
MI,96,c,dinner takes place in a more formal setting than supper,12.79
MI,96,d,there is no distinction; they both have the same meaning,31.86
MI,96,e,I do not use the term supper,38.37
MI,96,f,I don't use the term dinner,0.23
MI,96,g,other,3.84
MI,97,a,trash can,30.11
MI,97,b,garbage can,30.57
MI,97,c,rubbish bin,0.47
MI,97,d,waste(paper) basket,2.1
MI,97,e,These words refer to different things,34.19
MI,97,f,other,2.57
MI,98,a,By accident,71.66
MI,98,b,On accident,13.01
MI,98,c,both,11.85
MI,98,d,neither,2.67
MI,98,e,other,0.81
MI,99,a,frontage road,13.8
MI,99,b,service road,45.52
MI,99,c,access road,12.26
MI,99,d,feeder road,1.3
MI,99,f,we have them but I have no word for them,10.97
MI,99,g,I've never heard of this concept,3.66
MI,99,h,other,12.5
MI,100,a,cut the grass,21.6
MI,100,b,cut the lawn,0.94
MI,100,c,mow the grass,4.11
MI,100,d,mow the lawn,61.97
MI,100,e,other,11.38
MI,101,a,pass in,2.21
MI,101,b,hand in,81.14
MI,101,c,both,8.61
MI,101,d,neither,0.23
MI,101,e,other,7.8
MI,102,a,waterbug,53.26
MI,102,j,I have no word for this,17.21
MI,102,k,other,2.09
MI,102,b,Jesus bug,0.35
MI,102,c,waterstrider,10.81
MI,102,d,strider,0.12
MI,102,e,water-spider,8.26
MI,102,f,watercrawler,0.81
MI,102,g,water beetle,4.65
MI,102,h,backstrider,0.23
MI,102,i,skimmer,2.21
MI,103,a,bubbler,0.7
MI,103,c,drinking fountain,78.55
MI,103,d,water fountain,19.46
MI,103,e,other,1.28
MI,104,a,the subway,90.55
MI,104,b,"the L, or the El",2.1
MI,104,c,the T,0.7
MI,104,d,the metro,1.75
MI,104,e,BART,0.35
MI,104,f,other,4.55
MI,105,a,soda,13.8
MI,105,j,other,1.52
MI,105,b,pop,81.4
MI,105,c,coke,0.94
MI,105,e,soft drink,2.11
MI,105,h,fizzy drink,0.23
MI,106,a,tp'ing,80.49
MI,106,b,rolling,0.35
MI,106,c,toilet papering,12.97
MI,106,d,wrapping,0.58
MI,106,e,papering,1.52
MI,106,g,I have no word for this,3.04
MI,106,h,other,1.05
MI,107,a,rubberneck,2.34
MI,107,j,other,8.65
MI,107,b,rubbernecking,12.05
MI,107,c,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",52.98
MI,107,d,gapers' block,2.11
MI,107,e,gapers' delay,0.94
MI,107,f,Lookie Lou,0.94
MI,107,g,curiosity delay,0.82
MI,107,h,gawk block,1.87
MI,107,i,I have no word for this,17.31
MI,108,a,"[æ] as in ""sat""",82.48
MI,108,b,"[ɛ] as in ""set""",1.05
MI,108,c,"[e:] as in ""say""",13.79
MI,108,d,other,2.69
MI,109,a,bag,93.58
MI,109,b,sack,4.9
MI,109,d,other,1.52
MI,110,a,gate night,1.05
MI,110,b,trick night,0.35
MI,110,c,mischief night,0.81
MI,110,d,cabbage night,0.12
MI,110,f,devil's night,78.75
MI,110,g,devil's eve,1.39
MI,110,h,I have no word for this,15.33
MI,110,i,other,2.21
MI,111,a,end,16.47
MI,111,b,heel,48.25
MI,111,c,crust,24.53
MI,111,e,butt,6.31
MI,111,g,I have no word for this,1.05
MI,111,h,other,3.39
MI,112,a,barbituate,80.16
MI,112,b,barbiturate,9.57
MI,112,c,I don't use either of these,9.22
MI,112,d,other,1.05
MI,113,a,f,36.57
MI,113,b,p,61.68
MI,113,c,other,1.75
MI,114,a,[s],36.33
MI,114,b,[z],62.5
MI,114,c,other,1.17
MI,115,a,a moot point,82.71
MI,115,b,a mute point,5.8
MI,115,c,either one of the above,1.62
MI,115,d,I have no idea,8.24
MI,115,e,other,1.62
MI,116,a,"[sp] (as in ""desperate"")",73.63
MI,116,b,"[zb] (rhymes with ""lesbian"")",24.97
MI,116,c,other,1.4
MI,117,a,basement,73.57
MI,117,b,cellar,0.81
MI,117,c,"I use both, and they mean the same thing",3.14
MI,117,d,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",10.36
MI,117,e,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",11.53
MI,117,f,other,0.58
MI,118,a,brew thru,1.18
MI,118,b,party barn,0.35
MI,118,d,beer barn,1.65
MI,118,e,beverage barn,0.59
MI,118,f,"we have these in my area, but we have no special term for them",45.75
MI,118,g,I have never heard of such a thing,35.73
MI,118,h,other,14.74
MI,119,a,take-out,52.91
MI,119,b,carry-out,11.05
MI,119,c,either take-out or carry-out,34.3
MI,119,d,other,1.74
MI,120,a,dibs,25.41
MI,120,b,shotgun,65.38
MI,120,e,I have no term for this,5.94
MI,120,f,other,3.26
MI,121,a,ogle,38.48
MI,121,b,oogle,18.6
MI,121,c,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",23.63
MI,121,d,I use both oogle and ogle interchangeably,4.09
MI,121,e,"I use both ogle and ""oggle""",3.74
MI,121,f,I have no word for this activity,8.42
MI,121,g,other,3.04
MI,122,a,"expecially (or ""ecspecially"" or ""ekspecially"")",2.32
MI,122,b,especially,94.09
MI,122,c,I use both interchangeably,3.24
MI,122,d,neither,0.12
MI,122,e,other,0.23
MN,1,a,"[ɑ] as in ""ah""",21.3
MN,1,b,"[æ] as in ""ant""",31.72
MN,1,c,"[ɔ] as in ""caught""",9.21
MN,1,d,"I have the same vowel in ""ah"", ""caught"", and ""aunt""",14.95
MN,1,e,"I pronounce it the same as ""ain't""",0.15
MN,1,f,"I use [ɑ/ɔ] when referring to the general concept of an aunt, but [æ] when referring to a specific person by name.",17.98
MN,1,g,"I use [æ] when referring to the general concept of an aunt, but [ɑ/ɔ] when referring to a specific person by name.",3.02
MN,1,h,other,1.66
MN,2,a,"[ɪ] as in ""sit""",36.95
MN,2,b,"[i:] as in ""see""",2.6
MN,2,c,"[ɛ] as in ""set""",57.25
MN,2,d,other,3.21
MN,3,a,"[o:] as in ""Bo""",74.65
MN,3,b,"[u:] as in ""boo""",12.29
MN,3,c,"I have seen this word in print, but have no idea how to pronounce it",5.84
MN,3,d,I have never seen or heard this word,6.45
MN,3,e,other,0.77
MN,4,a,"with 2 syllables (""car-ml"")",66.87
MN,4,b,"with 3 syllables (""carra-mel"")",14.05
MN,4,c,I use both interchangeably,15.42
MN,4,d,"I have both forms, but the two have different meanings (please state how in the comments box)",2.44
MN,4,e,other,1.22
MN,5,a,"[i:] as in ""see""",24.96
MN,5,b,"[ɪ] as in ""sit""",69.53
MN,5,c,other,5.51
MN,6,a,"[ɑ] as in ""car"" (""sen-tar"")",51.71
MN,6,b,"[ɔ] as in ""caught""",14.75
MN,6,c,"I use the same vowel in ""car"", ""caught"", and ""centaur""",9.32
MN,6,d,"rhymes with ""sore"" and ""more"" (""sen-tore"")",21.43
MN,6,e,other,2.8
MN,7,a,"with [u:] as in ""coop"" (""coopon"")",61.04
MN,7,b,"with [ju:] as in ""cute"" (""cyoopon"")",36.68
MN,7,c,other,2.28
MN,8,a,"[ɛ] as in ""set""",21.81
MN,8,b,"[e:] as in ""say""",42.24
MN,8,c,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",19.35
MN,8,d,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",14.44
MN,8,e,other,2.15
MN,9,a,"[æ] as in ""man"" (1 syllable, ""cran"")",30.67
MN,9,b,"[ejɑ] (2 syllables, ""cray-ahn"")",38.96
MN,9,c,"[ejɔ] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",29.14
MN,9,e,other,1.23
MN,10,a,"[i:] as in ""see""",75.69
MN,10,b,"[ɪ] as in ""sit""",9.17
MN,10,c,I use both interchangeably,11.62
MN,10,e,"I use both, but they mean two different things (please state how they differ in the comments box)",2.91
MN,10,f,other,0.61
MN,11,a,"[o:] as in ""flow"" (""flow-ri-da"")",8.94
MN,11,b,"[ɑ] as in ""ah"" (""flah-ri-da"")",0.77
MN,11,c,"[ɔ] as in ""saw"" (""flaw-ri-da"")",1.39
MN,11,d,"[[backwardsc]] as in ""sore"" (""flore-i-da"")",86.13
MN,11,e,other,2.77
MN,12,a,"[ə] as in ""bird"" (""flurr-ish"")",70.11
MN,12,b,"[[backwardsc]] as in ""sore"" (""flore-ish"")",19.11
MN,12,c,"[[caret]] as in ""sun"" (""fluh-rish"")",5.55
MN,12,d,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),5.24
MN,13,a,"[i:] as in ""see""",25.85
MN,13,b,"[ɪ] as in ""sit""",72.62
MN,13,c,other,1.54
MN,14,a,"with [[backwardsc]j] as in ""boy"" (""loyer"")",90.26
MN,14,b,"with [ɔ] as in ""saw"" (""law-yer"")",7.57
MN,14,c,I use both interchangeably,1.85
MN,14,d,other,0.31
MN,15,a,all 3 are the same,77.38
MN,15,b,all 3 are different,2.46
MN,15,c,Mary and merry are the same; marry is different,4.77
MN,15,d,merry and marry are the same; Mary is different,0.92
MN,15,e,Mary and marry are the same; merry is different,14.46
MN,16,a,"with [æ] as in ""man"" (2 syllables--""man-aze"")",32.35
MN,16,b,"with [ejə] (3 syllables--""may-uh-naze"")",56.19
MN,16,c,I use both interchangeably,6.66
MN,16,d,other,4.8
MN,17,a,"[i:] as in ""near""",68.27
MN,17,b,"[ɪ] as in ""knit""",19.6
MN,17,c,"[ɛ] as in ""net""",2.02
MN,17,d,I say something in between [ɪ] and [ɛ],6.84
MN,17,e,other,3.27
MN,18,a,mischievous (3 syllables),39.19
MN,18,b,mischievious (4 syllables),31.42
MN,18,c,"I write ""mischievous"" but say ""mischievious""",6.38
MN,18,d,I use both,22.55
MN,18,e,other,0.47
MN,19,a,"[e:] as in ""say""",94.88
MN,19,b,"[i:] as in ""see""",1.24
MN,19,c,"I use [e:] with the words in isolation, but [i:] in compounds (such as ""Sunday school"")",2.95
MN,19,d,"other (e.g. do you use one vowel in some day names, and another in the other names?)",0.93
MN,20,a,"[æ] as in ""jam""",84.37
MN,20,b,"[ɑ] as in ""father""",14.24
MN,20,c,other,1.39
MN,21,a,"[pi:kæn] with stress on the first syllable (""PEE-can"")",5.62
MN,21,b,"[pi:kæn] with stress on the second syllable (""pee-CAN"")",6.25
MN,21,c,"[pi:kɑn] with stress on the first syllable (""PEE-Kahn"")",24.22
MN,21,d,"[pi:kɑn] with stress on the second syllable (""pee-KAHN"")",36.56
MN,21,e,"[pɪkæn] (""pick Ann"")",0.94
MN,21,f,"[pɪkɑn] (""pick Ahn"")",19.53
MN,21,g,"I pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",4.22
MN,21,h,other,2.66
MN,22,a,one syllable,45.64
MN,22,b,two syllables,54.36
MN,23,a,"[i:] as in ""see"" (""reely"")",48.67
MN,23,b,"[ɪ] as in ""sit"" (""rilly"")",33.49
MN,23,c,"[iə] (""ree-l-y"")",6.42
MN,23,d,other (including if you use two or more of these interchangeably),11.42
MN,24,a,"2 syllables (""reel-ter"")",38.62
MN,24,b,"3 syllables (real[ə]tor, in other words ""reel-uh-ter"")",39.4
MN,24,c,3 syllables (ree-l-ter),19.0
MN,24,d,"I don't use this word; I use ""estate agent""",0.63
MN,24,e,other,2.35
MN,25,a,"[u:] as in ""food""",34.89
MN,25,b,"[ʌ] as in ""foot""",15.76
MN,25,c,these four words do not all have the same vowel (please use the comments box to let us know which is which),49.36
MN,26,a,"rhymes with ""hoot""",14.24
MN,26,b,"rhymes with ""out""",40.19
MN,26,c,I can pronounce it either way interchangeably,30.7
